,shortcode,url,category
525,blobfoxlaugh,https://tooting.ch/system/custom_emojis/images/000/108/033/original/131dbcf7742bab03.png,Blobfox Emoji
526,bloblaugh,https://tooting.ch/system/custom_emojis/images/000/108/032/original/b3d7928a8a609eb1.png,Blob Emoji
527,blobcatThonkang,https://tooting.ch/system/custom_emojis/images/000/108/160/original/077243c906a3ad5d.png,Blobcat Emoji
528,boost,https://tooting.ch/system/custom_emojis/images/000/102/417/original/966a3ea7927649fc.png,Logos and Symbols
529,hattip,https://tooting.ch/system/custom_emojis/images/000/114/080/original/f820ee1e5157e1ec.png,
530,blobcatsipsweat,https://tooting.ch/system/custom_emojis/images/000/062/189/original/e46cadf16966f05a.png,Blobcat Emoji
531,blobcatsipglare,https://tooting.ch/system/custom_emojis/images/000/062/190/original/d9bb5fcee0b9b020.png,Blobcat Emoji
532,blobfoxsip,https://tooting.ch/system/custom_emojis/images/000/062/191/original/bef6e831610477e2.png,Blobfox Emoji
533,blobfoxsipsmug,https://tooting.ch/system/custom_emojis/images/000/062/193/original/c487a335e083ee06.png,Blobfox Emoji
534,blobfoxsipowo,https://tooting.ch/system/custom_emojis/images/000/062/194/original/9ce2af288e1f05e3.png,Blobfox Emoji
535,blobfoxsipterrified,https://tooting.ch/system/custom_emojis/images/000/062/195/original/a0b9aff1c7ed1fc0.png,Blobfox Emoji
536,blobglasses,https://tooting.ch/system/custom_emojis/images/000/108/267/original/1f1aad2ef0b152cc.png,Blob Emoji
537,blobcatamongus,https://tooting.ch/system/custom_emojis/images/000/108/373/original/54fb851024cfbedd.png,Blobcat Emoji
538,blobfoxowonotice,https://tooting.ch/system/custom_emojis/images/000/065/001/original/778a3cc0b7e69c50.png,Blobfox Emoji
539,felixshrug,https://tooting.ch/system/custom_emojis/images/000/065/158/original/b3d693cfa6a90c6e.png,Anime
540,felixhappy,https://tooting.ch/system/custom_emojis/images/000/065/163/original/386b368c630980f8.png,Anime
541,felixwink,https://tooting.ch/system/custom_emojis/images/000/065/165/original/5f40e82a714de091.png,Anime
542,blobcatscience,https://tooting.ch/system/custom_emojis/images/000/065/350/original/57e8662faeacdf00.png,Blobcat Emoji
543,blobfoxscience,https://tooting.ch/system/custom_emojis/images/000/065/351/original/0a582b775faa856b.png,Blobfox Emoji
544,ablobcatrave,https://tooting.ch/system/custom_emojis/images/000/065/884/original/eb7b42ebd715e9dd.png,Blobcat Emoji
545,ablobrave,https://tooting.ch/system/custom_emojis/images/000/065/885/original/ccb01058a607fe0e.png,Blob Emoji
546,wormsshotgun,https://tooting.ch/system/custom_emojis/images/000/066/095/original/caa237d2e11ed2b6.png,
547,mwee,https://tooting.ch/system/custom_emojis/images/000/115/669/original/6455f8137e3b11aa.png,Anime
548,troll,https://tooting.ch/system/custom_emojis/images/000/066/147/original/5e8c54184a81a807.png,Memes
549,pillowthinking,https://tooting.ch/system/custom_emojis/images/000/067/905/original/6eba12733ef23564.png,Pillow Emoji
550,pillowpats,https://tooting.ch/system/custom_emojis/images/000/067/906/original/8e8e79ae65beba2c.png,Pillow Emoji
551,pillow,https://tooting.ch/system/custom_emojis/images/000/067/907/original/0f4be1f2a455b890.png,Pillow Emoji
552,pillowowo,https://tooting.ch/system/custom_emojis/images/000/067/908/original/d3571233ff2b090e.png,Pillow Emoji
553,blobfoxshocked,https://tooting.ch/system/custom_emojis/images/000/067/969/original/1e3fd465e19f3316.png,Blobfox Emoji
554,blobfoxeyes,https://tooting.ch/system/custom_emojis/images/000/068/017/original/3f4a0ee362117747.png,Blobfox Emoji
555,blobcat,https://tooting.ch/system/custom_emojis/images/000/009/188/original/c554e9077be298a5.png,Blobcat Emoji
556,blobcatglaredrink,https://tooting.ch/system/custom_emojis/images/000/012/925/original/f010584fef5ebe3d.png,Blobcat Emoji
557,blobcatfearful,https://tooting.ch/system/custom_emojis/images/000/012/976/original/cd437bf5e864099f.png,Blobcat Emoji
558,blobcatcozy,https://tooting.ch/system/custom_emojis/images/000/022/702/original/7c5c5ca1c8c334b2.png,Blobcat Emoji
559,blobcatderpy,https://tooting.ch/system/custom_emojis/images/000/040/049/original/2d41a4b7dee0f756.png,Blobcat Emoji
560,blobcateyes,https://tooting.ch/system/custom_emojis/images/000/040/050/original/c2a30a6036d972f2.png,Blobcat Emoji
561,blobcatgooglytrash,https://tooting.ch/system/custom_emojis/images/000/041/124/original/9149b268e632d731.png,Blobcat Emoji
562,blobcatdisturbed,https://tooting.ch/system/custom_emojis/images/000/046/179/original/f55c87dd49a6b128.png,Blobcat Emoji
563,blobcatangel,https://tooting.ch/system/custom_emojis/images/000/054/826/original/006cd90bd50346f2.png,Blobcat Emoji
564,blobcatbandage,https://tooting.ch/system/custom_emojis/images/000/054/827/original/9545746efd832951.png,Blobcat Emoji
565,blobcatmmm,https://tooting.ch/system/custom_emojis/images/000/017/944/original/036d13187ebc7f1a.png,Blobcat Emoji
566,blobcatmorningtea,https://tooting.ch/system/custom_emojis/images/000/020/251/original/e6846e9a627c5463.png,Blobcat Emoji
567,blobcatmelt3,https://tooting.ch/system/custom_emojis/images/000/039/927/original/a64d065b2c775dfc.png,Blobcat Emoji
568,blobcatheadphonesreverse,https://tooting.ch/system/custom_emojis/images/000/052/940/original/16e481d9fac02ede.png,Blobcat Emoji
569,blobcatnervous,https://tooting.ch/system/custom_emojis/images/000/054/837/original/b35e983eb2e2998a.png,Blobcat Emoji
570,blobcatsurprised,https://tooting.ch/system/custom_emojis/images/000/009/263/original/703b3de628656988.png,Blobcat Emoji
571,blobcatsleep,https://tooting.ch/system/custom_emojis/images/000/012/955/original/bdbed3254980a13b.png,Blobcat Emoji
572,blobcatsnuggle,https://tooting.ch/system/custom_emojis/images/000/012/961/original/79778663897584a6.png,Blobcat Emoji
573,blobcatsneeze,https://tooting.ch/system/custom_emojis/images/000/020/811/original/d4397dbbc2b7addc.png,Blobcat Emoji
574,blobcatverified,https://tooting.ch/system/custom_emojis/images/000/051/322/original/3aa478fd3d1c6f98.png,Blobcat Emoji
575,blobcattiltreverse,https://tooting.ch/system/custom_emojis/images/000/053/375/original/5ff7487665cb4a6a.png,Blobcat Emoji
576,blobcatsleepless,https://tooting.ch/system/custom_emojis/images/000/054/841/original/eb640454e6400843.png,Blobcat Emoji
577,blobcatsmug,https://tooting.ch/system/custom_emojis/images/000/054/842/original/b638fe297acae230.png,Blobcat Emoji
578,blobcatthinking,https://tooting.ch/system/custom_emojis/images/000/054/843/original/7278fc660b489387.png,Blobcat Emoji
579,blobcatthinkingeyes,https://tooting.ch/system/custom_emojis/images/000/054/844/original/5bb0bd45ebc80f2b.png,Blobcat Emoji
580,blobcatthinksmart,https://tooting.ch/system/custom_emojis/images/000/054/847/original/db34496155b1aacd.png,Blobcat Emoji
581,blobcatuguu,https://tooting.ch/system/custom_emojis/images/000/054/848/original/cf168f1816c4e5db.png,Blobcat Emoji
582,blobcatunamused,https://tooting.ch/system/custom_emojis/images/000/054/849/original/0ede951e90bdc73b.png,Blobcat Emoji
583,blobcatwut,https://tooting.ch/system/custom_emojis/images/000/054/850/original/90d63fb0d784a7a0.png,Blobcat Emoji
584,blobcatshocked,https://tooting.ch/system/custom_emojis/images/000/067/968/original/2fbe379ca7848c58.png,Blobcat Emoji
585,ablobowo,https://tooting.ch/system/custom_emojis/images/000/009/225/original/fc2569ca38e2ba19.png,Blob Emoji
586,ablobreach,https://tooting.ch/system/custom_emojis/images/000/009/226/original/ebd5d7782eea410b.png,Blob Emoji
587,blobamused,https://tooting.ch/system/custom_emojis/images/000/009/229/original/17d0b81d1797f08e.png,Blob Emoji
588,aconga,https://tooting.ch/system/custom_emojis/images/000/017/732/original/0b0725663a2ebddd.png,Blob Emoji
589,blobblush,https://tooting.ch/system/custom_emojis/images/000/009/177/original/5544cbe29b3f05b2.png,Blob Emoji
590,blobcheer,https://tooting.ch/system/custom_emojis/images/000/009/207/original/ab7777596b4f27ef.png,Blob Emoji
591,blobcoffee,https://tooting.ch/system/custom_emojis/images/000/009/222/original/cfd0af9e90c0eb2f.png,Blob Emoji
592,blobcheerbounce,https://tooting.ch/system/custom_emojis/images/000/009/230/original/b2eadf4f9997c18e.png,Blob Emoji
593,gfl_ar15what,https://tooting.ch/system/custom_emojis/images/000/068/328/original/042d8d83aae6391e.png,Girls' Frontline Stickers by BulletPuncher-98
594,gfl_m249shrug,https://tooting.ch/system/custom_emojis/images/000/068/334/original/ed6a2f31cc389e84.png,Girls' Frontline Stickers by BulletPuncher-98
595,gfl_rothink,https://tooting.ch/system/custom_emojis/images/000/068/335/original/7b8d7f1df1008f39.png,Girls' Frontline Stickers by BulletPuncher-98
596,blobnombread,https://tooting.ch/system/custom_emojis/images/000/068/789/original/0e05dc6387d82aa8.png,Blob Emoji
597,cathug,https://tooting.ch/system/custom_emojis/images/000/117/279/original/f2a980581d78fea9.png,
598,d4,https://tooting.ch/system/custom_emojis/images/000/117/319/original/5bfb84c0dc31f76c.png,Dice
599,d6,https://tooting.ch/system/custom_emojis/images/000/117/320/original/fb9e8b6218d47426.png,Dice
600,d8,https://tooting.ch/system/custom_emojis/images/000/117/321/original/2ae7ad45c88ea5f6.png,Dice
601,d10,https://tooting.ch/system/custom_emojis/images/000/117/322/original/fbcd0df354693030.png,Dice
602,d12,https://tooting.ch/system/custom_emojis/images/000/117/323/original/3eef8fc6a8bbeb65.png,Dice
603,gfl_mdrdab,https://tooting.ch/system/custom_emojis/images/000/068/905/original/6ae08aaa496ea68c.png,Girls' Frontline Stickers by BulletPuncher-98
604,gfl_mp40salute,https://tooting.ch/system/custom_emojis/images/000/068/906/original/ccaf284816d18b24.png,Girls' Frontline Stickers by BulletPuncher-98
605,gfl_ump9smug,https://tooting.ch/system/custom_emojis/images/000/068/907/original/c1f2c256ec7c1266.png,Girls' Frontline Stickers by BulletPuncher-98
606,gfl_wa2000baka,https://tooting.ch/system/custom_emojis/images/000/068/908/original/5fb4fdd67b8d7b48.png,Girls' Frontline Stickers by BulletPuncher-98
607,gfl_ak12smug,https://tooting.ch/system/custom_emojis/images/000/068/327/original/bbf6db020db84cda.png,Girls' Frontline Stickers by BulletPuncher-98
608,gfl_m16rage,https://tooting.ch/system/custom_emojis/images/000/068/333/original/30f33802e2f27756.png,Girls' Frontline Stickers by BulletPuncher-98
609,gfl_sopmodpout,https://tooting.ch/system/custom_emojis/images/000/068/336/original/1184b43a1b0d4329.png,Girls' Frontline Stickers by BulletPuncher-98
610,gfl_aek999headphones,https://tooting.ch/system/custom_emojis/images/000/068/898/original/1ded8cbe6553933a.png,Girls' Frontline Stickers by BulletPuncher-98
611,gfl_m870fufufu,https://tooting.ch/system/custom_emojis/images/000/068/904/original/fac05d0a2c106036.png,Girls' Frontline Stickers by BulletPuncher-98
612,gfl_fncpeek,https://tooting.ch/system/custom_emojis/images/000/068/900/original/b9079c51f152ab2c.png,Girls' Frontline Stickers by BulletPuncher-98
613,gfl_g41pat,https://tooting.ch/system/custom_emojis/images/000/068/902/original/a51f3950e7ac7ceb.png,Girls' Frontline Stickers by BulletPuncher-98
614,gfl_m200wave,https://tooting.ch/system/custom_emojis/images/000/068/903/original/5c34a2fa413e9ff6.png,Girls' Frontline Stickers by BulletPuncher-98
615,akko_hug,https://tooting.ch/system/custom_emojis/images/000/117/280/original/962fd9bef852ca60.png,Anime
616,d20,https://tooting.ch/system/custom_emojis/images/000/117/324/original/06d67b755def275f.png,Dice
617,revblobfoxboop,https://tooting.ch/system/custom_emojis/images/000/069/302/original/93ec065f358f1df6.png,Blobfox Emoji
618,blobfoxboop_w_,https://tooting.ch/system/custom_emojis/images/000/069/303/original/fe43fa2708015bea.png,Blobfox Emoji
619,blobfoxboop,https://tooting.ch/system/custom_emojis/images/000/069/304/original/e94929ff7632349e.png,Blobfox Emoji
620,blobfoxboopblush,https://tooting.ch/system/custom_emojis/images/000/069/305/original/13d08cfa734229c8.png,Blobfox Emoji
621,blobfoxboophappy,https://tooting.ch/system/custom_emojis/images/000/069/306/original/836a1e1735403257.png,Blobfox Emoji
622,blobfoxboopowo,https://tooting.ch/system/custom_emojis/images/000/069/307/original/4be0a7f956db7507.png,Blobfox Emoji
623,revblobfoxboophappy,https://tooting.ch/system/custom_emojis/images/000/069/308/original/f72503ca5f118bf2.png,Blobfox Emoji
624,revblobfoxboopblush,https://tooting.ch/system/custom_emojis/images/000/069/309/original/8b0f05157c8097c8.png,Blobfox Emoji
625,blobfoxboopcute,https://tooting.ch/system/custom_emojis/images/000/069/310/original/f10b676ff2f2539a.png,Blobfox Emoji
626,revblobfoxboop_w_,https://tooting.ch/system/custom_emojis/images/000/069/311/original/21a0cd96bcf5229d.png,Blobfox Emoji
627,revblobfoxboopowo,https://tooting.ch/system/custom_emojis/images/000/069/312/original/86cd0b78bf7fbe74.png,Blobfox Emoji
628,blobfoxboopglare,https://tooting.ch/system/custom_emojis/images/000/069/313/original/f0e3f043bd515124.png,Blobfox Emoji
629,revblobfoxboopcute,https://tooting.ch/system/custom_emojis/images/000/069/314/original/e06e2e14720aa3ea.png,Blobfox Emoji
630,revblobfoxboopglare,https://tooting.ch/system/custom_emojis/images/000/069/315/original/d2ca67b9de108a5c.png,Blobfox Emoji
631,revblobfoxboopmelt,https://tooting.ch/system/custom_emojis/images/000/069/316/original/b44c26affbd0995e.png,Blobfox Emoji
632,blobfoxboopmelt,https://tooting.ch/system/custom_emojis/images/000/069/317/original/5a81b8a5a230a7fb.png,Blobfox Emoji
633,blobtiltwhat,https://tooting.ch/system/custom_emojis/images/000/103/198/original/3846b94df3c9ac19.png,Blob Emoji
634,birbblobpats,https://tooting.ch/system/custom_emojis/images/000/009/206/original/cd5af3d2a3a20079.png,Blob Emoji
635,boost_ok,https://tooting.ch/system/custom_emojis/images/000/102/418/original/2be69496765d874e.png,Logos and Symbols
636,oof,https://tooting.ch/system/custom_emojis/images/000/103/323/original/c482ef968763f900.png,Memes
637,mushroomCloud,https://tooting.ch/system/custom_emojis/images/000/103/415/original/0439752d4810dfd1.png,
638,sinon_surprised,https://tooting.ch/system/custom_emojis/images/000/115/917/original/137de068c9e8bb0f.png,Anime
639,sinon_glare,https://tooting.ch/system/custom_emojis/images/000/115/918/original/0e136e3c08513c77.png,Anime
640,sinonblush,https://tooting.ch/system/custom_emojis/images/000/115/919/original/eb904dd212ee1ac1.png,Anime
641,sinon_no_blush,https://tooting.ch/system/custom_emojis/images/000/115/916/original/1c301377326ddce9.png,Anime
642,blobcatmeltnomblobcatmelt,https://tooting.ch/system/custom_emojis/images/000/118/865/original/b2de6e00c823e9bd.png,Blobcat Emoji
643,blobcatreachmelt,https://tooting.ch/system/custom_emojis/images/000/118/961/original/0d1c1c0b6274e2bf.png,Blobcat Emoji
644,blobcatdisputed,https://tooting.ch/system/custom_emojis/images/000/109/260/original/b8a30933f34cc7cc.png,Blobcat Emoji
645,blobfoxcheck,https://tooting.ch/system/custom_emojis/images/000/109/259/original/bcba56211068c19d.png,Blobfox Emoji
646,blobfoxdisputed,https://tooting.ch/system/custom_emojis/images/000/109/262/original/e675907e68410a0a.png,Blobfox Emoji
647,disputed,https://tooting.ch/system/custom_emojis/images/000/109/261/original/1ad123a46625a8de.png,Logos and Symbols
648,bunpats,https://tooting.ch/system/custom_emojis/images/000/032/449/original/cc0db3deb2d8c918.png,Bun Emoji
649,abunhdhappyhop,https://tooting.ch/system/custom_emojis/images/000/109/264/original/e2f9c927609bf4b4.png,Bun Emoji
650,abunsmile,https://tooting.ch/system/custom_emojis/images/000/109/265/original/8e5a2c2b626ac15f.png,Bun Emoji
651,abunhdhappy,https://tooting.ch/system/custom_emojis/images/000/109/266/original/468b880fcaede011.png,Bun Emoji
652,bun,https://tooting.ch/system/custom_emojis/images/000/109/267/original/dc8b2579ad26068d.png,Bun Emoji
653,abunhdhop,https://tooting.ch/system/custom_emojis/images/000/109/268/original/6d757dacb093955e.png,Bun Emoji
654,bunhd,https://tooting.ch/system/custom_emojis/images/000/109/269/original/3a5142437d89f601.png,Bun Emoji
655,bunhdthinking,https://tooting.ch/system/custom_emojis/images/000/109/270/original/b69f5ca265b64e0f.png,Bun Emoji
656,bunsmile,https://tooting.ch/system/custom_emojis/images/000/109/271/original/6834b2519ac3183e.png,Bun Emoji
657,bunhdheart,https://tooting.ch/system/custom_emojis/images/000/109/272/original/3498bbccbecb1622.png,Bun Emoji
658,bunlove,https://tooting.ch/system/custom_emojis/images/000/109/273/original/8fa91e84ec0580c1.png,Bun Emoji
659,bunhdsad,https://tooting.ch/system/custom_emojis/images/000/109/274/original/f578c28f389ab475.png,Bun Emoji
660,bunnight,https://tooting.ch/system/custom_emojis/images/000/109/275/original/e19da0e44b96f182.png,Bun Emoji
661,bunidle,https://tooting.ch/system/custom_emojis/images/000/109/276/original/8333846010e2ea70.png,Bun Emoji
662,bunhdlurkaww,https://tooting.ch/system/custom_emojis/images/000/109/277/original/83135266954e0cc4.png,Bun Emoji
663,bunhdaww,https://tooting.ch/system/custom_emojis/images/000/109/278/original/b9355aa69992ff69.png,Bun Emoji
664,bunhdcomfyhappy,https://tooting.ch/system/custom_emojis/images/000/109/279/original/d5f792c512c1f4ff.png,Bun Emoji
665,bunhdidle,https://tooting.ch/system/custom_emojis/images/000/109/280/original/01ec099a3e356b4f.png,Bun Emoji
666,bunhdcomfysleep,https://tooting.ch/system/custom_emojis/images/000/109/281/original/95dddee2a7e53142.png,Bun Emoji
667,bunhdpeek,https://tooting.ch/system/custom_emojis/images/000/109/282/original/18d0c1c240e355e7.png,Bun Emoji
668,bunhdsleep,https://tooting.ch/system/custom_emojis/images/000/109/283/original/ea17dc16f33568c1.png,Bun Emoji
669,buncry,https://tooting.ch/system/custom_emojis/images/000/109/284/original/758f32294ba23651.png,Bun Emoji
670,bunhdlurk,https://tooting.ch/system/custom_emojis/images/000/109/285/original/da726942e9b9031e.png,Bun Emoji
671,buncouple,https://tooting.ch/system/custom_emojis/images/000/109/286/original/10cc92f38f5c13f8.png,Bun Emoji
672,bunhduwu,https://tooting.ch/system/custom_emojis/images/000/109/287/original/f9add51be5bd6a38.png,Bun Emoji
673,bunlove_rev,https://tooting.ch/system/custom_emojis/images/000/109/288/original/f2e696263d743abe.png,Bun Emoji
674,abunhd,https://tooting.ch/system/custom_emojis/images/000/109/289/original/05a18b1cec815e2d.png,Bun Emoji
675,giordi_dislike,https://tooting.ch/system/custom_emojis/images/000/071/549/original/6e60b007c4ac4d01.png,Memes
676,giordi_like,https://tooting.ch/system/custom_emojis/images/000/071/550/original/2d9bf30666bc1904.png,Memes
677,blobcatmegumin,https://tooting.ch/system/custom_emojis/images/000/103/879/original/ce555e4096e85b96.png,Blobcat Emoji
678,megumin,https://tooting.ch/system/custom_emojis/images/000/103/878/original/3033a408abeba37f.png,Anime
679,felixkiss,https://tooting.ch/system/custom_emojis/images/000/072/378/original/b16c21ed3822709a.png,Anime
680,felixangry,https://tooting.ch/system/custom_emojis/images/000/072/379/original/7f7809f09a6746d2.png,Anime
681,blobcatshy,https://tooting.ch/system/custom_emojis/images/000/109/539/original/973be93d973c3825.png,Blobcat Emoji
682,blobfoxshy,https://tooting.ch/system/custom_emojis/images/000/109/540/original/1263ccc2e8a32d8f.png,Blobfox Emoji
683,blobcmereyou,https://tooting.ch/system/custom_emojis/images/000/090/435/original/488cead6347b6557.png,Blob Emoji
684,blibcat,https://tooting.ch/system/custom_emojis/images/000/092/421/original/a0e925338fc00a48.png,Blobcat Emoji
685,blobkekeke,https://tooting.ch/system/custom_emojis/images/000/093/449/original/b2bf186556f64941.png,Blob Emoji
686,ablobkeyboard,https://tooting.ch/system/custom_emojis/images/000/093/781/original/1135d1e8d12ab36f.png,Blob Emoji
687,acaretblockgreen,https://tooting.ch/system/custom_emojis/images/000/093/784/original/7de3ee77eefc55b1.png,
688,acaret,https://tooting.ch/system/custom_emojis/images/000/093/785/original/64dd41252ea109ff.png,
689,blobeyesblush,https://tooting.ch/system/custom_emojis/images/000/095/192/original/dcfe6424452d4b90.png,Blob Emoji
690,newl,https://tooting.ch/system/custom_emojis/images/000/095/193/original/51ec4a0d474d9988.png,
691,newr,https://tooting.ch/system/custom_emojis/images/000/095/194/original/82f6c2afaa42a974.png,
692,remblush,https://tooting.ch/system/custom_emojis/images/000/095/189/original/171eeb355e8dd2f7.png,Anime
693,blobcateyesblush,https://tooting.ch/system/custom_emojis/images/000/095/231/original/bd73784ef78f3d98.png,Blobcat Emoji
694,tuturu,https://tooting.ch/system/custom_emojis/images/000/106/072/original/991817ff8feb8cee.png,Anime
695,gib,https://tooting.ch/system/custom_emojis/images/000/095/439/original/3045bc1ceedc7082.png,Anime
